"memory_file","key","old_value","new_value","action"
"ProductTypeMemory_CS.csv","Druckteller für GEWO WM Netz(PVC)","Podložka","","previously_rejected"
"ProductTypeMemory_CS.csv","Exacto-Time Out","Příslušenství","","previously_rejected"
"ProductTypeMemory_CS.csv","Friendship - 729 Orange Sponge","Potah","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Anzugshose Basic royal XS","Kalhoty","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Einzelhülle Spy grau/rot","Pouzdro","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Handtuchbox  schwarz","Box","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Handtuchhalter","Držák","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Handtuchhalter 2er Set","Držák","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Anzio Poly navy/royal M","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Aversa S18-5 blau/gelb XS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Aversa S18-5 blau/gelb XXS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Aversa S18-5 blau/gelb XXXS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Aversa S18-5 bordeaux/rot S","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Aversa S18-5 bordeaux/rot XS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Aversa S18-5 bordeaux/rot XXXS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Carva rot/schwarz XXXS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Carva schwarz/rot XXXS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Drive rot/schwarz M","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Lerdo Microfaser schwarz/grau melange XXXXS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Linares blau/schwarz L","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Linares blau/schwarz M","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Linares blau/schwarz S","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Linares blau/schwarz XS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Linares blau/schwarz XXL","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Linares blau/schwarz XXS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Linares blau/schwarz XXXL","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Linares rot/schwarz L","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Linares rot/schwarz S","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Linares rot/schwarz XS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Linares rot/schwarz XXL","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Linares rot/schwarz XXS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Linares rot/schwarz XXXL","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Linares rot/schwarz XXXXL","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Novara schwarz/rot M","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Novara schwarz/rot S","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Novara schwarz/rot XXXS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Pinto schwarz/rot XXXS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Primus Baumwolle rot S","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Primus Baumwolle rot XXXS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Primus Mikrofaser rot S","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Rovigo S18-7 navy/blau XS","Polokošile","","previously_rejected"
