"memory_file","key","old_value","new_value","action"
"ProductBrandMemory_CS.csv","JapTec Belag Performance rot 1,5 mm","JapTec","","previously_rejected"
"ProductBrandMemory_CS.csv","JapTec Belag Performance rot 2,0 mm","JapTec","","previously_rejected"
"ProductBrandMemory_CS.csv","JapTec Belag Performance schwarz 1,5 mm","JapTec","","previously_rejected"
"ProductBrandMemory_CS.csv","JapTec Belag Performance schwarz 2,0 mm","JapTec","","previously_rejected"
"ProductBrandMemory_CS.csv","Kombo pre najmenších","YoungJoy","","previously_rejected"
"ProductBrandMemory_CS.csv","Kordel für TT-Medaillen rot/schwarz","Contra","","previously_rejected"
"ProductBrandMemory_CS.csv","LEX GP 1000 ml","Joola","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Nationalteam Wettkampftrikot Durban schwarz/pink XXXL","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Nationaltrikot Paris 2024 Fan-Edition blau S","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Nationaltrikot Paris 2024 Fan-Edition blau XL","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Nationaltrikot Paris 2024 Fan-Edition blau XS","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Nationaltrikot Paris 2024 Fan-Edition blau XXL","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Nationaltrikot Paris 2024 Fan-Edition blau XXS","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Nationaltrikot Paris 2024 blau XS","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Nationaltrikot Paris 2024 blau XXS","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Rucksack National Team Edition schwarz","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Shorts Stripes blau L","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Shorts Stripes blau M","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Shorts Stripes blau S","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Shorts Stripes blau XL","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Shorts Stripes blau XS","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Shorts Stripes blau XXL","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Shorts Stripes blau XXS","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Team Wettkampftrikot Topspin blau/orange S","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Team Wettkampftrikot Topspin blau/orange XS","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Team Wettkampftrikot Topspin blau/orange XXS","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Team Wettkampftrikot Topspin rot/schwarz XS","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Team Wettkampftrikot Topspin rot/schwarz XXS","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Tischtennis Wettkampf Set Base blau/marine M","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Tischtennis Wettkampf Set Base blau/marine S","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Tischtennis Wettkampf Set Base blau/marine XL","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Tischtennis Wettkampf Set Base blau/marine XS","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Tischtennis Wettkampf Set Base blau/marine XXL","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Tischtennis Wettkampf Set Base blau/marine XXS","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Tischtennis Wettkampf Set Base blau/marine XXXS","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Trainingsshirt Guard schwarz L","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Trainingsshirt Guard schwarz M","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Trainingsshirt Guard schwarz XL","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","LI-NING Trainingsshirt Guard schwarz XXL","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","Lakování dřeva","Stoten","","previously_rejected"
"ProductBrandMemory_CS.csv","Lepidlo Lat-X 100 ml","SpinWay","","previously_rejected"
"ProductBrandMemory_CS.csv","Magazin: Elfneun - Material im Fokus","Contra","","previously_rejected"
"ProductBrandMemory_CS.csv","Medaille Matador 70mm silber","Contra","","previously_rejected"
"ProductBrandMemory_CS.csv","Medaille Platzierung 45mm gold","Contra","","previously_rejected"
"ProductBrandMemory_CS.csv","Medaille Rose mit Emblem 40mm gold","Contra","","previously_rejected"
"ProductBrandMemory_CS.csv","Medaille Rose mit Emblem und Kordel 40mm bronze","Contra","","previously_rejected"
"ProductBrandMemory_CS.csv","Medaille Rose mit Emblem und Kordel 40mm silber","Contra","","previously_rejected"
"ProductBrandMemory_CS.csv","Medaille Sieger 70mm gold","Contra","","previously_rejected"
"ProductBrandMemory_CS.csv","Medaille Sieger 70mm silber","Contra","","previously_rejected"
"ProductBrandMemory_CS.csv","Metal TT Holz Black  konkav","Gewo","","previously_rejected"
"ProductBrandMemory_CS.csv","Nittaku Hurricane Pro 3 Turbo Orange","Nittaku","","previously_rejected"
"ProductBrandMemory_CS.csv","Pokal Kaya 19 cm gold","Contra","","previously_rejected"
"ProductBrandMemory_CS.csv","Pokal Stern 31,5 cm gold","Contra","","previously_rejected"
"ProductBrandMemory_CS.csv","Pokal TT-Resinfigur Winner  silber","Contra","","previously_rejected"
"ProductBrandMemory_CS.csv","Pálka BLACKSTONE + ANDRO POWER 3","Blackstone","","previously_rejected"
"ProductBrandMemory_CS.csv","REvolution No. 3 Cleaner & Rejuvenator 100 ml","SportSpin","","previously_rejected"
"ProductBrandMemory_CS.csv","SWEEDEX-Tuning Booster","VseNaStolniTenis","","previously_rejected"
"ProductBrandMemory_CS.csv","Spielblock TTVN Swaithling Cup 3er Pokal","Contra","","kept_old"
"ProductBrandMemory_CS.csv","Spielblock Thüringen","Contra","","kept_old"
"ProductBrandMemory_CS.csv","Stolnotenisový robot Donic Newgy Robo-pong 2055","Donic","","previously_rejected"
"ProductBrandMemory_CS.csv","TIBHAR - Osmium souprava","Tibhar","","previously_rejected"
"ProductBrandMemory_CS.csv","TT Metal - Brutal","TT Metal","","previously_rejected"
"ProductBrandMemory_CS.csv","Tibhar - BASIC 40+ SL 72 ks","Tibhar","","previously_rejected"
"ProductBrandMemory_CS.csv","Tibhar - BASIC 40+ SYNTT NG 72 ks","Tibhar","","previously_rejected"
"ProductBrandMemory_CS.csv","Tibhar - Osmium tričko","Tibhar","","previously_rejected"
"ProductBrandMemory_CS.csv","Tibhar - boxerky Bruno Banani","Tibhar","","previously_rejected"
"ProductBrandMemory_CS.csv","Tištěný katalog Schoeler Micke 2025/26","Andro","","kept_old"
"ProductBrandMemory_CS.csv","Tuning potahu","VseNaStolniTenis","","kept_old"
"ProductBrandMemory_CS.csv","Umrandungstuch neutral 73cm blau","Gewo","","previously_rejected"
